itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate,audittype
30001,RED LION GIFT ASSORTMENT 350 GM (ADJ DISTRIBUTORS),6,BISCUITS,ADJ DISTRIBUTORS,RED LION GIFT ASSORTMENT,CDBOX,,,350.0,GM,350.00 GM,201301.0,1
30002,REDLION GIFT ASSORTM 400 GM (ADJ DISTRIBUTORS),6,BISCUITS,ADJ DISTRIBUTORS,RED LION GIFT ASSORTMENT,CDBOX,,,400.0,GM,400.00 GM,200901.0,1
30003,SIGMA GIFT SELECTION 360 GM,6,BISCUITS,ASIA AGRO FOODS (PVT) LTD,SIGMA GIFT SELECTION,CDBOX,,,360.0,GM,360.00 GM,201808.0,1
30004,BISCO FIRST CHOICE CLASSIC 300 GM,6,BISCUITS,BISCO FOODS (PVT) LTD,BISCO FIRST CHOICE CLASSIC,CDBOX,,,300.0,GM,300.00 GM,201705.0,1
30006,KIST GIFT ASSORTMENT 400 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST GIFT ASSORTMENT,CDBOX,,,400.0,GM,400.00 GM,201401.0,1
30007,KIST TEA TIME ASSORTMENT 150 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST TEA TIME ASSORTMENT,CDBOX,,,150.0,GM,150.00 GM,201703.0,1
30009,KIST TEA TIME ASSORTMENT 300 GM CDBOX,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST TEA TIME ASSORTMENT,CDBOX,,,300.0,GM,300.00 GM,201612.0,1
30010,KIST TEA TIME ASSORTMENT 340 GM CDBOX,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST TEA TIME ASSORTMENT,CDBOX,,,340.0,GM,340.00 GM,201412.0,1
30011,MUNCHEE GIFT ASSORTMENT 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GIFT ASSORTMENT,TIN,,,400.0,GM,400.00 GM,,1
30012,MUNCHEE TEA TIME ASSORTMENT 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TEA TIME ASSORTMENT,CDBOX,,,200.0,GM,200.00 GM,,1
30013,CHERISH GIFT ASSORTMENT 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GIFT ASSORTMENT,PLPCH,,,400.0,GM,400.00 GM,200810.0,1
30014,CHERISH TEA TIME 200 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH TEA TIME,CDBOX,,,200.0,GM,200.00 GM,,1
30018,DAINTEE GIFT ASSORTMENT 340 GM,6,BISCUITS,DAINTEE LIMITED,DAINTEE GIFT ASSORT,CDBOX,,,340.0,GM,340.00 GM,201509.0,1
30019,DAINTEE TEA TIME ASSORTMENT 160 GM CDBOX,6,BISCUITS,DAINTEE LIMITED,DAINTEE TEA TIME ASSORTMENT,CDBOX,,,160.0,GM,160.00 GM,201205.0,1
30022,DIANA FAMILY TREAT BISCUIT ASSORTMENT 250 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA FAMILY TREAT,CDBOX,,,250.0,GM,250.00 GM,201603.0,1
30023,DIANA GIFT SELECTION ASSORTMENT BISCUTS 380 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA GIFT SELECTION,CDBOX,,,380.0,GM,380.00 GM,201412.0,1
30026,DIANA TEA TIME 160 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA TEA TIME,PLPCH,,,160.0,GM,160.00 GM,201202.0,1
30032,LUCKYLAND GIFT SELECTION ASSORTMENT 300 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND GIFT SELECTION ASSORTMENT,CDBOX,,,300.0,GM,300.00 GM,201508.0,1
30033,LUCKYLAND GIFT SELECTION ASSORTMENT 350 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND GIFT SELECTION ASSORTMENT,CDBOX,,,350.0,GM,350.00 GM,201704.0,1
30034,LUCKYLAND FESTIVAL COLLECTIONS ASSORTMENT 250 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND FESTIVAL COLLECTIONS,CDBOX,,,250.0,GM,250.00 GM,201704.0,1
30036,LUCKYLAND TEA TIME 200 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND TEA TIME,CDBOX,,,200.0,GM,200.00 GM,,1
30038,MALIBAN BISCUIT ASSORTMENT TIN 500 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN BISCUIT ASSORTMENT,TIN,,,500.0,GM,500.00 GM,,1
30039,MALIBAN CLASSIQUE BISCUIT ASSORTMENT TIN 500 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CLASSIQUE BISCUIT ASSORTMENT,TIN,,,500.0,GM,500.00 GM,201304.0,1
30041,MALIBAN FAMILY COLLECTION BISCUIT ASSORTMENT 250 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN FAMILY COLLECTION BISCUIT ASSORT,CDBOX,,,250.0,GM,250.00 GM,201603.0,1
30042,MALIBAN GIFT SELECTION 400 GM CDBOX,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GIFT SELECTION,CDBOX,,,400.0,GM,400.00 GM,200302.0,1
30043,MALIBAN TEA TIME ASSORTMENT 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN TEA TIME ASSORTMENT,CDBOX,,,200.0,GM,200.00 GM,,1
30045,MACLEE GIFT SELECTION 300 GM CDBOX (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,MACLEE GIFT SELECTION,CDBOX,,,300.0,GM,300.00 GM,201805.0,1
30047,MIC MAC GIFT SELECTION 165 GM CDBOX,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC GIFT SELECTION,CDBOX,,,165.0,GM,165.00 GM,201205.0,1
30048,MIC MAC GIFT SELECTION 365 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC GIFT SELECTION,CDBOX,,,365.0,GM,365.00 GM,201301.0,1
30049,MIC MAC TEA TIME 165 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC TEA TIME,CDBOX,,,165.0,GM,165.00 GM,201302.0,1
30051,MIYAMI TEA TIME BISCUIT ASSORTMENT 180 GM CDBOX,6,BISCUITS,MIYAMI BISCUIT & SNACKS MNFT,MIYAMI TEA TIME ASSORTMENT,CDBOX,,,180.0,GM,180.00 GM,201904.0,1
30052,MASTER BAKERS GIFT ASSORTMENT 350 GM CDBOX (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS GIFT ASSORTMENT,CDBOX,,,350.0,GM,350.00 GM,201805.0,1
30053,MASTER BAKERS GIFT SELECTION 350 GM CDBOX (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS GIFT SELECTION,CDBOX,,,350.0,GM,350.00 GM,201704.0,1
30055,MASTER BAKERS FAMILY ASSORTMENT 250 GM TIN (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS FAMILY ASSORTMENT,TIN,,,250.0,GM,250.00 GM,201805.0,1
30056,BAKERMANN'S GIFT SELECTION ASSORTMENT BISCUITS 300 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,BAKERMANN'S GIFT SELEC. ASSORTM.,CDBOX,,,300.0,GM,300.00 GM,201804.0,1
30060,RICH GIFT SELECTION ASSORTMENT 300 GM CDBOX,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH GIFT SELECTION ASSORTMENT,CDBOX,,,300.0,GM,300.00 GM,201805.0,1
30061,RICH TEA TIME ASSORTMENT OF BISCUITS 150 GM CDBOX,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH TEA TIME ASSORTMENT,CDBOX,,,150.0,GM,150.00 GM,201902.0,1
30064,RASHIKA GIFT ASSORTMENT 420 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GIFT ASSORTMENT,CDBOX,,,420.0,GM,420.00 GM,202001.0,1
30069,SUN RICH TEA TIME ASSORTMENT 200 GM CDBOX,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH TEA TIME,CDBOX,,,200.0,GM,200.00 GM,201601.0,1
30070,SUN RICH GIFT SELECTION 250 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH GIFT SELECTION,CDBOX,,,250.0,GM,250.00 GM,202006.0,1
30071,SUN RICH GIFT SELECTION 400 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH GIFT SELECTION,CDBOX,,,400.0,GM,400.00 GM,201603.0,1
30072,TEEMAH GIFT SELECTION 300 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH GIFT SELECTION,CDBOX,,,300.0,GM,300.00 GM,201907.0,1
30073,TEEMAH GIFT SELECTION 400 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH GIFT SELECTION,CDBOX,,,400.0,GM,400.00 GM,201512.0,1
30074,TEEMAH TEA TIME ASSORTMENT BISCUITS 300 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH TEA TIME ASSORTMENT,CDBOX,,,300.0,GM,300.00 GM,201603.0,1
30075,TURNEY GIFT COLLECTION 300 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY GIFT COLLECTION,CDBOX,,,300.0,GM,300.00 GM,201904.0,1
30077,TURNEY GIFT ASSORTMENT 275 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY GIFT ASSORTMENT,CDBOX,,,275.0,GM,275.00 GM,201904.0,1
30078,TURNEY GIFT ASSORTMENT 300 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY GIFT ASSORTMENT,CDBOX,,,300.0,GM,300.00 GM,201403.0,1
30079,TURNEY GIFT ASSORTMENT 320 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY GIFT ASSORTMENT,CDBOX,,,320.0,GM,320.00 GM,201705.0,1
30080,TURNEY GIFT ASSORTMENT 400 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY GIFT ASSORTMENT,CDBOX,,,400.0,GM,400.00 GM,201604.0,1
30082,TURNEY TEA TIME 170 GM CDBOX (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY TEA TIME,CDBOX,,,170.0,GM,170.00 GM,201902.0,1
30083,USWATTE GIFT ASSORTMENT 380 GM CDBOX,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE GIFT ASSORTMENT,CDBOX,,,380.0,GM,380.00 GM,201901.0,1
30084,USWATTE TEA TIME BISCUIT ASSORTMENT 190 GM CDBOX,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE TEA TIME BISC. ASSORTMENT,CDBOX,,,190.0,GM,190.00 GM,201901.0,1
30085,BISCO BATTER DELIGHT 45 GM,6,BISCUITS,BISCO FOODS (PVT) LTD,BISCO BATTER DELIGHT,PLPCH,,,45.0,GM,45.00 GM,201809.0,1
30086,BISCO BATTER DELIGHT 50 GM,6,BISCUITS,BISCO FOODS (PVT) LTD,BISCO BATTER DELIGHT,PLPCH,,,50.0,GM,50.00 GM,201703.0,1
30087,MUNCHEE CHOCOLATE CAROLS COOKIES 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE CAROLS,PLPCH,,,100.0,GM,100.00 GM,201306.0,1
30088,MUNCHEE CHOCOLATE CAROLS COOKIES 275 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE CAROLS,PLPCH,,,275.0,GM,275.00 GM,201306.0,1
30089,MUNCHEE CHOCOLATE CAROLS COOKIES 300 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE CAROLS,PLPCH,,,300.0,GM,300.00 GM,201906.0,1
30090,MUNCHEE CRUNCHEE CAROLS COOKIES 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,PLPCH,,,100.0,GM,100.00 GM,201211.0,1
30091,MUNCHEE CRUNCHEE CAROLS COOKIES 275 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,PLPCH,,,275.0,GM,275.00 GM,201212.0,1
30092,MUNCHEE CRUNCHEE CAROLS COOKIES 300 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,PLPCH,,,300.0,GM,300.00 GM,201904.0,1
30097,DAINTEE BATTER CAROLS 400 GM,6,BISCUITS,DAINTEE LIMITED,DAINTEE BATTER CAROLS,PLPCH,,,400.0,GM,400.00 GM,201003.0,1
30101,LITTLE LION BATTER CAROL COOKIES 100 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,100.0,GM,100.00 GM,201109.0,1
30102,LITTLE LION BATTER CAROL COOKIES 110 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,110.0,GM,110.00 GM,201701.0,1
30103,LITTLE LION BATTER CAROL COOKIES 270 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,270.0,GM,270.00 GM,201707.0,1
30104,LITTLE LION BATTER CAROL COOKIES 275 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,275.0,GM,275.00 GM,201012.0,1
30105,LITTLE LION BATTER CAROL COOKIES 360 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,360.0,GM,360.00 GM,201707.0,1
30106,LITTLE LION BATTER CAROL COOKIES 400 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,400.0,GM,400.00 GM,201011.0,1
30107,LITTLE LION BATTER CAROL COOKIES 450 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,450.0,GM,450.00 GM,201707.0,1
30108,LITTLE LION BATTER CAROL COOKIES 455 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,455.0,GM,455.00 GM,201203.0,1
30109,LITTLE LION BATTER CAROL COOKIES 95 GM PLPCH,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION BATTER CAROL,PLPCH,,,95.0,GM,95.00 GM,201809.0,1
30110,LUCKYLAND BUTTER CAROL 100 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND BUTTER CAROL,PLPCH,,,100.0,GM,100.00 GM,200511.0,1
30111,MAAM (MAAM BIS.) BETTER CAROLS 220 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM BETTER CARROL,PLPCH,,,220.0,GM,220.00 GM,201710.0,1
30112,MAAM BETTER CAROLS 270 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM BETTER CARROL,PLPCH,,,270.0,GM,270.00 GM,201408.0,1
30114,RICH BETTER CAROL 220 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH BETTER CAROL,PLPCH,,,220.0,GM,220.00 GM,201902.0,1
30115,RICH CHOCOLATE CAROL 220 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH CHOCOLATE CAROL,PLPCH,,,220.0,GM,220.00 GM,202003.0,1
30118,MUNCHEE CHOC SHOCK 30 GM CDBOX CHOCOLATE CENTERED BISCUIT,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOC SHOCK,CDBOX,,,30.0,GM,30.00 GM,201809.0,1
30119,MUNCHEE CHOC SHOCK 90 GM CDBOX CHOCOLATE CENTERED BISCUIT,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOC SHOCK,CDBOX,,,90.0,GM,90.00 GM,201809.0,1
30120,MUNCHEE WRAPS PREMIUM ASSORTMENT CLASSIC COOKIES 150 GM CDBOX,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE WRAPS PREMIUM,CDBOX,,,150.0,GM,150.00 GM,201912.0,1
30121,MALIBAN REAL TEMPTATION CHOCOLATE FILLED BISCUITS 90 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL TEMPTATION,CDBOX,,,90.0,GM,90.00 GM,201502.0,1
30122,MALIBAN REAL TEMPTATION COFFEE FILLED BISCUITS 90 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL TEMPTATION,CDBOX,,,90.0,GM,90.00 GM,201803.0,1
30123,MALIBAN REAL TEMPTATION WHITE CHOCOLATE 90 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL TEMPTATION,CDBOX,,,90.0,GM,90.00 GM,201612.0,1
30124,MUNCHEE HAWAIAN COOKIES 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE HAWAIAN COOKIES,PLPCH,,,100.0,GM,100.00 GM,200507.0,1
30125,MUNCHEE HAWAIAN COOKIES 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE HAWAIAN COOKIES,PLBAG,,,200.0,GM,200.00 GM,,1
30126,MUNCHEE T20 BISCUIT 38 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE T20,PLPCH,,,38.0,GM,38.00 GM,202007.0,1
30127,CROWN COCONUT CRUNCH 100 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN COCONUT CRUNCH,PLPCH,,,100.0,GM,100.00 GM,200906.0,1
30128,CROWN COCONUT CRUNCH 200 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN COCONUT CRUNCH,PLWRP,,,200.0,GM,200.00 GM,200702.0,1
30129,CROWN COCONUT CRUNCH PLPCH 175 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN COCONUT CRUNCH,PLPCH,,,175.0,GM,175.00 GM,201901.0,1
30130,DIANA HAWAII COOKIES 200 GM PLPCH,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA HAWAII COOKIES,PLPCH,,,200.0,GM,200.00 GM,201306.0,1
30131,MALIBAN HAWAIIAN COOKIES 100 GM PLPCH,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN HAWAIIAN COOKIES,PLPCH,,,100.0,GM,100.00 GM,201205.0,1
30132,MALIBAN HAWAIIAN COOKIES 200 GM PLPCH,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN HAWAIIAN COOKIES,PLPCH,,,200.0,GM,200.00 GM,201206.0,1
30133,MIC MAC COCONUT TREAT 200 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC COCONUT TREAT,PLPCH,,,200.0,GM,200.00 GM,200510.0,1
30134,TURNEY COCONUT BIS BISCUITS 220 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY COCONUT-BIS,FLPCH,,,220.0,GM,220.00 GM,202006.0,1
30137,TURNEY COCONUT BIS BISCUITS 260 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY COCONUT-BIS,PLPCH,,,260.0,GM,260.00 GM,201804.0,1
30138,TURNEY COCONUT-BIS BISCUITS 180 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY COCONUT-BIS,PLPCH,,,180.0,GM,180.00 GM,201304.0,1
30139,TURNEY COCONUT-BIS BISCUITS 200 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY COCONUT-BIS,PLPCH,,,200.0,GM,200.00 GM,201210.0,1
30140,KIST MAGIC COOKIES BUTTER 120G PLPCH,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MAGIC,PLPCH,,,120.0,GM,120.00 GM,202006.0,1
30141,KIST MAGIC CHOCOLATE CHIP COOKIES PLPCH 120 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MAGIC,PLPCH,,,120.0,GM,120.00 GM,201905.0,1
30142,KIST MAGIC COOKIES ASSORTMENT TIN 330 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MAGIC,TIN,,,330.0,GM,330.00 GM,201909.0,1
30143,KIST MAGIC MILK COOKIES PLPCH 120 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MAGIC,PLPCH,,,120.0,GM,120.00 GM,202002.0,1
30144,KIST MAGIC SESAME COOKIES PLPCH 120 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MAGIC,PLPCH,,,120.0,GM,120.00 GM,201905.0,1
30145,KIST MILKI COOKIES 120 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MILKI COOKIES,PLPCH,,,120.0,GM,120.00 GM,201905.0,1
30146,KIST MILKI COOKIES 300 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MILKI COOKIES,PLPCH,,,300.0,GM,300.00 GM,201806.0,1
30149,MUNCHEE GINGER ZING 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,100.0,GM,100.00 GM,200805.0,1
30158,LITTLE LION PREMIUM BUTTER COOKIES 330 GM TIN,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION PREMIUM BUTTER COOKIES,TIN,,,330.0,GM,330.00 GM,201404.0,1
30159,LITTLE LION COOKIE RINGS 220 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION COOKIE RINGS,PLPCH,,,220.0,GM,220.00 GM,201303.0,1
30160,LITTLE LION CHOCO CHIP COOKIES 75 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION CHOCO CHIP COOKIES,PLPCH,,,75.0,GM,75.00 GM,201507.0,1
30162,LITTLE LION DARK FANTASY CHOCO COOKIES 350 GM TIN,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION DARK FANTASY,TIN,,,350.0,GM,350.00 GM,201408.0,1
30163,LITTLE LION MILKY COOKIES 200 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION MILKY COOKIES,PLPCH,,,200.0,GM,200.00 GM,201308.0,1
30164,LITTLE LION MILKY COOKIES 400 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION MILKY COOKIES,PLPCH,,,400.0,GM,400.00 GM,201309.0,1
30165,LITTLE LION CHOCO COOKIES 300 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION CHOCO COOKIES,PLPCH,,,300.0,GM,300.00 GM,201002.0,1
30166,LITTLE LION CHOCO COOKIES 180 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION CHOCO COOKIES,PLPCH,,,180.0,GM,180.00 GM,201403.0,1
30167,LITTLE LION MARIE COOKIES 240 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION MARIE COOKIES,PLPCH,,,240.0,GM,240.00 GM,201802.0,1
30168,LITTLE LION MILKY COOKIES 240 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION MILKY COOKIES,PLPCH,,,240.0,GM,240.00 GM,201911.0,1
30169,LITTLE LION REAL SHORTIES COOKIES 220 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION REAL SHORTIES COOKIES,PLPCH,,,220.0,GM,220.00 GM,201901.0,1
30170,LITTLE LION REAL SHORTIES COOKIES 260 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION REAL SHORTIES COOKIES,PLPCH,,,260.0,GM,260.00 GM,201601.0,1
30173,LITTLE LION VITA COOKIES 220 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION VITA COOKIES,PLPCH,,,220.0,GM,220.00 GM,201401.0,1
